0,0,0
0,0,1.2077e-08
0,0,5.0147e-08
0,0,1.16e-07
0,0,2.0697e-07
0,0,3.2077e-07
0,0,4.6053e-07
0,0,6.2594e-07
0,0,8.1105e-07
0,0,1.0177e-06
0,0,1.2469e-06
0,0,1.4979e-06
0,0,1.7675e-06
0,0,2.0544e-06
0,0,2.3566e-06
0,0,2.6729e-06
0,0,3.004e-06
0,0,3.3526e-06
0,0,3.7241e-06
0,0,4.1268e-06
0,0,4.5562e-06
0,0,5.007e-06
0,0,5.479e-06
0,0,5.971e-06
0,0,6.4805e-06
0,0,7.0039e-06
0,0,7.536e-06
0,0,8.0701e-06
0,0,8.5974e-06
0,0,9.1076e-06
0,0,9.5884e-06
0,0,1.0026e-05
0,0,1.046e-05
0,0,1.0934e-05
0,0,1.1436e-05
0,0,1.1957e-05
0,0,1.249e-05
0,0,1.3026e-05
0,0,1.356e-05
0,0,1.4086e-05
0,0,1.46e-05
0,0,1.5103e-05
0,0,1.56e-05
0,0,1.6109e-05
0,0,1.6636e-05
0,0,1.7186e-05
0,0,1.7765e-05
0,0,1.8376e-05
0,0,1.9022e-05
0,0,1.9704e-05
0,0,2.0423e-05
0,0,2.1178e-05
0,0,2.1964e-05
0,0,2.278e-05
0,0,2.3617e-05
0,0,2.4467e-05
0,0,2.5321e-05
0,0,2.6166e-05
0,0,2.6986e-05
0,0,2.7765e-05
0,0,2.8482e-05
0,0,2.9164e-05
0,0,2.9863e-05
0,0,3.0572e-05
0,0,3.1287e-05
0,0,3.2003e-05
0,0,3.2718e-05
0,0,3.3431e-05
0,0,3.4142e-05
0,0,3.4852e-05
0,0,3.5567e-05
0,0,3.6289e-05
0,0,3.7028e-05
0,0,3.7791e-05
0,0,3.859e-05
0,0,3.9438e-05
0,0,4.0349e-05
0,0,4.1341e-05
0,0,4.2414e-05
0,0,4.3559e-05
0,0,4.4762e-05
0,0,4.6015e-05
0,0,4.7307e-05
0,0,4.8628e-05
0,0,4.9971e-05
0,0,5.1328e-05
0,0,5.2691e-05
0,0,5.4054e-05
0,0,5.5413e-05
0,0,5.6764e-05
0,0,5.8104e-05
0,0,5.9431e-05
0,0,6.0745e-05
0,0,6.2048e-05
0,0,6.3343e-05
0,0,6.4634e-05
0,0,6.5927e-05
0,0,6.723e-05
0,0,6.8552e-05
