0,0.00047035
1e-010,0.00048576
2e-010,0.0004778
3e-010,0.00049147
4e-010,0.00049718
5e-010,0.00049395
6e-010,0.00049246
7e-010,0.00049569
8e-010,0.00048228
9e-010,0.00045793
1e-009,0.00045221
1.1e-009,0.00042091
1.2e-009,0.00038438
1.3e-009,0.00036873
1.4e-009,0.00034935
1.5e-009,0.0003404
1.6e-009,0.0003732
1.7e-009,0.0003645
1.8e-009,0.00038562
1.9e-009,0.00037345
2e-009,0.00040128
2.1e-009,0.00039556
2.2e-009,0.00042314
2.3e-009,0.00042066
2.4e-009,0.00038413
2.5e-009,0.00041941
2.6e-009,0.00040525
2.7e-009,0.00035953
2.8e-009,0.00039929
2.9e-009,0.00039109
3e-009,0.00034661
3.1e-009,0.00034313
3.2e-009,0.00032798
3.3e-009,0.00030164
3.4e-009,0.00031083
3.5e-009,0.00026934
3.6e-009,0.0002758
3.7e-009,0.00026735
3.8e-009,0.00027555
3.9e-009,0.00024847
4e-009,0.00032276
4.1e-009,0.00029791
4.2e-009,0.00027853
4.3e-009,0.0002835
4.4e-009,0.0002835
4.5e-009,0.00024971
4.6e-009,0.00026884
4.7e-009,0.00023008
4.8e-009,0.00023952
4.9e-009,0.00026661
5e-009,0.0002671
5.1e-009,0.00025145
5.2e-009,0.00028524
5.3e-009,0.00027158
5.4e-009,0.00028002
5.5e-009,0.00030462
5.6e-009,0.00029891
5.7e-009,0.00029568
5.8e-009,0.00029518
5.9e-009,0.00027729
6e-009,0.00027928
6.1e-009,0.00029319
6.2e-009,0.00027679
6.3e-009,0.0002917
6.4e-009,0.00030263
6.5e-009,0.0003081
6.6e-009,0.00029766
6.7e-009,0.00030089
6.8e-009,0.00028325
6.9e-009,0.00026064
7e-009,0.00027903
7.1e-009,0.00025095
7.2e-009,0.00023281
7.3e-009,0.00026959
7.4e-009,0.00024747
7.5e-009,0.00024623
7.6e-009,0.00028947
7.7e-009,0.00026164
7.8e-009,0.00028425
7.9e-009,0.00031183
8e-009,0.00032028
8.1e-009,0.00031555
8.2e-009,0.00036177
8.3e-009,0.00035904
8.4e-009,0.00035804
8.5e-009,0.00036127
8.6e-009,0.00035779
8.7e-009,0.00036724
8.8e-009,0.00037593
8.9e-009,0.00035531
9e-009,0.00034711
9.1e-009,0.0003399
9.2e-009,0.00033518
9.3e-009,0.00031456
9.4e-009,0.00033593
9.5e-009,0.00031605
9.6e-009,0.00033121
9.7e-009,0.00034065
9.8e-009,0.00033369
9.9e-009,0.00034115
1e-008,0.00037668
1.01e-008,0.00036177
1.02e-008,0.00035755
1.03e-008,0.00035432
1.04e-008,0.00035133
1.05e-008,0.00032574
1.06e-008,0.00033245
1.07e-008,0.00029294
1.08e-008,0.00029195
1.09e-008,0.00029294
1.1e-008,0.0002753
1.11e-008,0.00023207
1.12e-008,0.00023033
1.13e-008,0.0002102
1.14e-008,0.00020126
1.15e-008,0.00022114
1.16e-008,0.00023008
1.17e-008,0.00020523
1.18e-008,0.00024549
1.19e-008,0.00024449
1.2e-008,0.00029766
1.21e-008,0.00030189
1.22e-008,0.00030239
1.23e-008,0.00031854
1.24e-008,0.00034711
1.25e-008,0.00032972
1.26e-008,0.00035133
1.27e-008,0.00035084
1.28e-008,0.00032649
1.29e-008,0.00028648
1.3e-008,0.00029369
1.31e-008,0.00025791
1.32e-008,0.00026561
1.33e-008,0.00026884
1.34e-008,0.00030437
1.35e-008,0.00026487
1.36e-008,0.00029692
1.37e-008,0.00026959
1.38e-008,0.000243
1.39e-008,0.00026213
1.4e-008,0.00024847
1.41e-008,0.00022809
1.42e-008,0.00027456
1.43e-008,0.00024648
1.44e-008,0.00026934
1.45e-008,0.00029419
1.46e-008,0.00028375
1.47e-008,0.00026636
1.48e-008,0.00030338
1.49e-008,0.00025393
1.5e-008,0.00029319
1.51e-008,0.00027655
1.52e-008,0.0002835
1.53e-008,0.00026909
1.54e-008,0.00026685
1.55e-008,0.00023182
1.56e-008,0.00026139
1.57e-008,0.00026238
1.58e-008,0.00028027
1.59e-008,0.00024524
1.6e-008,0.00028077
1.61e-008,0.00026859
1.62e-008,0.00029468
1.63e-008,0.00029518
1.64e-008,0.00030711
1.65e-008,0.00030686
1.66e-008,0.00033245
1.67e-008,0.0002671
1.68e-008,0.00029344
1.69e-008,0.00027381
1.7e-008,0.00027729
1.71e-008,0.00026362
1.72e-008,0.00029319
1.73e-008,0.00024971
1.74e-008,0.0002758
1.75e-008,0.00027356
1.76e-008,0.00026362
1.77e-008,0.00023505
1.78e-008,0.00027406
1.79e-008,0.00025543
1.8e-008,0.00025443
1.81e-008,0.00024499
1.82e-008,0.00023058
1.83e-008,0.00021294
1.84e-008,0.00021492
1.85e-008,0.00017915
1.86e-008,0.00016623
1.87e-008,0.00014709
1.88e-008,0.00010659
1.89e-008,9.119e-005
1.9e-008,0.0001215
1.91e-008,9.74e-005
1.92e-008,9.889e-005
1.93e-008,0.00010311
1.94e-008,0.00012399
1.95e-008,0.00011454
1.96e-008,0.00016374
1.97e-008,0.00013591
1.98e-008,0.00016324
1.99e-008,0.00017095
2e-008,0.00019853
2.01e-008,0.0001789
2.02e-008,0.00020573
2.03e-008,0.00021443
2.04e-008,0.000243
2.05e-008,0.00027307
2.06e-008,0.00030611
2.07e-008,0.00031555
2.08e-008,0.00032201
2.09e-008,0.0003086
2.1e-008,0.00029443
2.11e-008,0.00032698
2.12e-008,0.00032798
2.13e-008,0.00030388
2.14e-008,0.00035531
2.15e-008,0.00033369
2.16e-008,0.00030388
2.17e-008,0.00030313
2.18e-008,0.00030785
2.19e-008,0.00030313
2.2e-008,0.00031903
2.21e-008,0.00032276
2.22e-008,0.00031232
2.23e-008,0.00032102
2.24e-008,0.00031729
2.25e-008,0.00030835
2.26e-008,0.00031705
