0,0,0,0
1e-010,0,1.8712e-011,2.3639e-011
2e-010,0,7.9308e-011,9.5136e-011
3e-010,0,1.8099e-010,2.1529e-010
4e-010,0,3.1947e-010,3.8557e-010
5e-010,0,4.9515e-010,6.0612e-010
6e-010,0,7.1306e-010,8.7573e-010
7e-010,0,9.8165e-010,1.1966e-009
8e-010,0,1.2957e-009,1.5639e-009
9e-010,0,1.6452e-009,1.966e-009
1e-009,0,2.0223e-009,2.3936e-009
1.1e-009,0,2.4218e-009,2.8398e-009
1.2e-009,0,2.8408e-009,3.2996e-009
1.3e-009,0,3.2789e-009,3.7703e-009
1.4e-009,0,3.7379e-009,4.2512e-009
1.5e-009,0,4.2223e-009,4.744e-009
1.6e-009,0,4.7387e-009,5.2524e-009
1.7e-009,0,5.2989e-009,5.7825e-009
1.8e-009,0,5.9182e-009,6.3423e-009
1.9e-009,0,6.588e-009,6.9421e-009
2e-009,0,7.2976e-009,7.5944e-009
2.1e-009,0,8.0369e-009,8.3082e-009
2.2e-009,0,8.7967e-009,9.0727e-009
2.3e-009,0,9.5683e-009,9.8737e-009
2.4e-009,0,1.0344e-008,1.0698e-008
2.5e-009,0,1.1115e-008,1.1536e-008
2.6e-009,0,1.1877e-008,1.2376e-008
2.7e-009,0,1.2623e-008,1.321e-008
2.8e-009,0,1.3347e-008,1.4032e-008
2.9e-009,0,1.4045e-008,1.4835e-008
3e-009,0,1.4714e-008,1.5617e-008
3.1e-009,0,1.5353e-008,1.6375e-008
3.2e-009,0,1.6013e-008,1.7107e-008
3.3e-009,0,1.6699e-008,1.7814e-008
3.4e-009,0,1.7403e-008,1.8498e-008
3.5e-009,0,1.8119e-008,1.9163e-008
3.6e-009,0,1.8843e-008,1.9813e-008
3.7e-009,0,1.957e-008,2.0455e-008
3.8e-009,0,2.0297e-008,2.1096e-008
3.9e-009,0,2.1025e-008,2.1746e-008
4e-009,0,2.1753e-008,2.2415e-008
4.1e-009,0,2.2484e-008,2.3116e-008
4.2e-009,0,2.3219e-008,2.3863e-008
4.3e-009,0,2.3965e-008,2.465e-008
4.4e-009,0,2.4726e-008,2.5435e-008
4.5e-009,0,2.5511e-008,2.6216e-008
4.6e-009,0,2.6327e-008,2.6996e-008
4.7e-009,0,2.7186e-008,2.7775e-008
4.8e-009,0,2.8097e-008,2.8555e-008
4.9e-009,0,2.9075e-008,2.9338e-008
5e-009,0,3.0106e-008,3.0125e-008
5.1e-009,0,3.1167e-008,3.0918e-008
5.2e-009,0,3.2252e-008,3.1719e-008
5.3e-009,0,3.3354e-008,3.253e-008
5.4e-009,0,3.4469e-008,3.3353e-008
5.5e-009,0,3.5592e-008,3.4191e-008
5.6e-009,0,3.6718e-008,3.5045e-008
5.7e-009,0,3.7844e-008,3.5918e-008
5.8e-009,0,3.8964e-008,3.6812e-008
5.9e-009,0,4.0077e-008,3.7731e-008
6e-009,0,4.118e-008,3.8677e-008
6.1e-009,0,4.2269e-008,3.9653e-008
6.2e-009,0,4.3344e-008,4.0661e-008
6.3e-009,0,4.4402e-008,4.1706e-008
6.4e-009,0,4.5443e-008,4.2779e-008
6.5e-009,0,4.6465e-008,4.3809e-008
6.6e-009,0,4.7469e-008,4.4792e-008
6.7e-009,0,4.8454e-008,4.5743e-008
6.8e-009,0,4.9422e-008,4.6675e-008
6.9e-009,0,5.0373e-008,4.7598e-008
7e-009,0,5.1329e-008,4.8525e-008
7.1e-009,0,5.2384e-008,4.9464e-008
7.2e-009,0,5.3536e-008,5.0424e-008
7.3e-009,0,5.4774e-008,5.1413e-008
7.4e-009,0,5.6086e-008,5.2439e-008
7.5e-009,0,5.746e-008,5.3507e-008
7.6e-009,0,5.8888e-008,5.4622e-008
7.7e-009,0,6.0361e-008,5.5788e-008
7.8e-009,0,6.187e-008,5.7009e-008
7.9e-009,0,6.3411e-008,5.8286e-008
8e-009,0,6.4977e-008,5.962e-008
8.1e-009,0,6.6563e-008,6.1013e-008
8.2e-009,0,6.8166e-008,6.2462e-008
8.3e-009,0,6.9784e-008,6.3966e-008
8.4e-009,0,7.1414e-008,6.5523e-008
8.5e-009,0,7.3058e-008,6.7129e-008
8.6e-009,0,7.4714e-008,6.8779e-008
8.7e-009,0,7.6385e-008,7.0468e-008
8.8e-009,0,7.8073e-008,7.2189e-008
8.9e-009,0,7.9782e-008,7.3935e-008
9e-009,0,8.1515e-008,7.5697e-008
9.1e-009,0,8.328e-008,7.7466e-008
9.2e-009,0,8.5082e-008,7.9232e-008
9.3e-009,0,8.6929e-008,8.0983e-008
9.4e-009,0,8.8844e-008,8.2706e-008
9.5e-009,0,9.0885e-008,8.439e-008
9.6e-009,0,9.3032e-008,8.6025e-008
9.7e-009,0,9.5256e-008,8.7684e-008
9.8e-009,0,9.7531e-008,8.9383e-008
9.9e-009,0,9.9831e-008,9.1117e-008
1e-008,0,1.0213e-007,9.2877e-008
1.01e-008,0,1.0442e-007,9.4659e-008
1.02e-008,0,1.0666e-007,9.6456e-008
1.03e-008,0,1.0886e-007,9.8263e-008
1.04e-008,0,1.1098e-007,1.0007e-007
1.05e-008,0,1.1301e-007,1.0189e-007
1.06e-008,0,1.1495e-007,1.037e-007
1.07e-008,0,1.1679e-007,1.055e-007
1.08e-008,0,1.1851e-007,1.0729e-007
1.09e-008,0,1.2012e-007,1.0907e-007
1.1e-008,0,1.2159e-007,1.1084e-007
1.11e-008,0,1.2295e-007,1.1259e-007
1.12e-008,0,1.2418e-007,1.1432e-007
1.13e-008,0,1.2528e-007,1.1603e-007
1.14e-008,0,1.2626e-007,1.1772e-007
1.15e-008,0,1.2713e-007,1.194e-007
1.16e-008,0,1.2789e-007,1.2105e-007
1.17e-008,0,1.2855e-007,1.2269e-007
1.18e-008,0,1.2912e-007,1.2431e-007
1.19e-008,0,1.2962e-007,1.2592e-007
1.2e-008,0,1.3005e-007,1.2751e-007
1.21e-008,0,1.3045e-007,1.291e-007
1.22e-008,0,1.3081e-007,1.3067e-007
1.23e-008,0,1.3118e-007,1.3225e-007
1.24e-008,0,1.3156e-007,1.3382e-007
1.25e-008,0,1.3198e-007,1.354e-007
1.26e-008,0,1.3248e-007,1.3699e-007
1.27e-008,0,1.3306e-007,1.386e-007
1.28e-008,0,1.3378e-007,1.4022e-007
1.29e-008,0,1.3461e-007,1.4188e-007
1.3e-008,0,1.3554e-007,1.4347e-007
1.31e-008,0,1.3659e-007,1.4497e-007
1.32e-008,0,1.3773e-007,1.4637e-007
1.33e-008,0,1.3899e-007,1.4772e-007
1.34e-008,0,1.4035e-007,1.4903e-007
1.35e-008,0,1.4181e-007,1.5031e-007
1.36e-008,0,1.4336e-007,1.516e-007
1.37e-008,0,1.4501e-007,1.5289e-007
1.38e-008,0,1.4675e-007,1.5422e-007
1.39e-008,0,1.4858e-007,1.5558e-007
1.4e-008,0,1.5049e-007,1.5698e-007
1.41e-008,0,1.5248e-007,1.5845e-007
1.42e-008,0,1.5454e-007,1.5997e-007
1.43e-008,0,1.5666e-007,1.6156e-007
1.44e-008,0,1.5884e-007,1.6322e-007
1.45e-008,0,1.6107e-007,1.6494e-007
1.46e-008,0,1.6335e-007,1.6673e-007
1.47e-008,0,1.6566e-007,1.6859e-007
1.48e-008,0,1.68e-007,1.705e-007
1.49e-008,0,1.7036e-007,1.7246e-007
1.5e-008,0,1.7273e-007,1.7447e-007
1.51e-008,0,1.7509e-007,1.765e-007
1.52e-008,0,1.7745e-007,1.7855e-007
1.53e-008,0,1.7978e-007,1.806e-007
1.54e-008,0,1.8208e-007,1.8264e-007
1.55e-008,0,1.8434e-007,1.8464e-007
1.56e-008,0,1.8653e-007,1.8659e-007
1.57e-008,0,1.8866e-007,1.8847e-007
1.58e-008,0,1.9071e-007,1.9024e-007
1.59e-008,0,1.9266e-007,1.9196e-007
1.6e-008,0,1.9449e-007,1.9381e-007
1.61e-008,0,1.962e-007,1.9579e-007
1.62e-008,0,1.9775e-007,1.9787e-007
1.63e-008,0,1.9911e-007,2.0003e-007
1.64e-008,0,2.0032e-007,2.0226e-007
1.65e-008,0,2.0143e-007,2.0452e-007
1.66e-008,0,2.0246e-007,2.0682e-007
1.67e-008,0,2.0344e-007,2.0912e-007
1.68e-008,0,2.0441e-007,2.1142e-007
1.69e-008,0,2.054e-007,2.1371e-007
1.7e-008,0,2.0642e-007,2.1596e-007
1.71e-008,0,2.0749e-007,2.1817e-007
1.72e-008,0,2.0865e-007,2.2033e-007
1.73e-008,0,2.099e-007,2.2243e-007
1.74e-008,0,2.1125e-007,2.2447e-007
1.75e-008,0,2.1273e-007,2.2643e-007
1.76e-008,0,2.1433e-007,2.2832e-007
1.77e-008,0,2.1607e-007,2.3012e-007
1.78e-008,0,2.1796e-007,2.3184e-007
1.79e-008,0,2.1999e-007,2.3349e-007
1.8e-008,0,2.2216e-007,2.3504e-007
1.81e-008,0,2.2447e-007,2.3652e-007
1.82e-008,0,2.2691e-007,2.3792e-007
1.83e-008,0,2.2949e-007,2.3924e-007
1.84e-008,0,2.3218e-007,2.405e-007
1.85e-008,0,2.3497e-007,2.4157e-007
1.86e-008,0,2.3786e-007,2.4243e-007
1.87e-008,0,2.4082e-007,2.4311e-007
1.88e-008,0,2.4383e-007,2.4365e-007
1.89e-008,0,2.4688e-007,2.4407e-007
1.9e-008,0,2.4993e-007,2.4443e-007
1.91e-008,0,2.5296e-007,2.4473e-007
1.92e-008,0,2.5594e-007,2.4501e-007
1.93e-008,0,2.5885e-007,2.453e-007
1.94e-008,0,2.6189e-007,2.4561e-007
1.95e-008,0,2.6511e-007,2.4596e-007
1.96e-008,0,2.6847e-007,2.4639e-007
1.97e-008,0,2.7195e-007,2.4689e-007
1.98e-008,0,2.755e-007,2.4749e-007
1.99e-008,0,2.7912e-007,2.482e-007
2e-008,0,2.8277e-007,2.4902e-007
2.01e-008,0,2.8642e-007,2.4997e-007
2.02e-008,0,2.9007e-007,2.5106e-007
2.03e-008,0,2.9369e-007,2.5228e-007
2.04e-008,0,2.9727e-007,2.5364e-007
2.05e-008,0,3.008e-007,2.5514e-007
2.06e-008,0,3.0426e-007,2.5677e-007
2.07e-008,0,3.0765e-007,2.5854e-007
2.08e-008,0,3.1097e-007,2.6043e-007
2.09e-008,0,3.1422e-007,2.6244e-007
2.1e-008,0,3.1738e-007,2.6455e-007
2.11e-008,0,3.2048e-007,2.6676e-007
2.12e-008,0,3.235e-007,2.6904e-007
2.13e-008,0,3.2647e-007,2.7139e-007
2.14e-008,0,3.2939e-007,2.7378e-007
2.15e-008,0,3.3227e-007,2.7619e-007
2.16e-008,0,3.3513e-007,2.786e-007
2.17e-008,0,3.3798e-007,2.8098e-007
2.18e-008,0,3.4092e-007,2.8331e-007
2.19e-008,0,3.4429e-007,2.8558e-007
2.2e-008,0,3.4804e-007,2.8784e-007
2.21e-008,0,3.5206e-007,2.9012e-007
2.22e-008,0,3.5628e-007,2.9241e-007
2.23e-008,0,3.606e-007,2.9468e-007
2.24e-008,0,3.6495e-007,2.9695e-007
2.25e-008,0,3.6927e-007,2.9919e-007
2.26e-008,0,3.7351e-007,3.0141e-007
2.27e-008,0,3.7761e-007,3.036e-007
2.28e-008,0,3.8153e-007,3.0576e-007
2.29e-008,0,3.8526e-007,3.0787e-007
2.3e-008,0,3.8877e-007,3.0993e-007
2.31e-008,0,3.9205e-007,3.1195e-007
2.32e-008,0,3.9511e-007,3.1391e-007
2.33e-008,0,3.9793e-007,3.1582e-007
2.34e-008,0,4.0056e-007,3.1768e-007
2.35e-008,0,4.03e-007,3.1947e-007
2.36e-008,0,4.0531e-007,3.2121e-007
2.37e-008,0,4.0751e-007,3.2289e-007
2.38e-008,0,4.0966e-007,3.2451e-007
2.39e-008,0,4.1184e-007,3.2608e-007
2.4e-008,0,4.141e-007,3.2759e-007
2.41e-008,0,4.1652e-007,3.2904e-007
2.42e-008,0,4.1921e-007,3.3045e-007
2.43e-008,0,4.2221e-007,3.3181e-007
2.44e-008,0,4.255e-007,3.3312e-007
2.45e-008,0,4.2901e-007,3.344e-007
2.46e-008,0,4.327e-007,3.3564e-007
2.47e-008,0,4.3653e-007,3.3685e-007
2.48e-008,0,4.4046e-007,3.3804e-007
2.49e-008,0,4.4445e-007,3.3922e-007
2.5e-008,0,4.4846e-007,3.4039e-007
2.51e-008,0,4.5247e-007,3.4155e-007
2.52e-008,0,4.5645e-007,3.4272e-007
2.53e-008,0,4.6037e-007,3.4391e-007
2.54e-008,0,4.642e-007,3.4513e-007
2.55e-008,0,4.6793e-007,3.4638e-007
2.56e-008,0,4.7155e-007,3.4768e-007
2.57e-008,0,4.7503e-007,3.4903e-007
2.58e-008,0,4.7836e-007,3.5046e-007
2.59e-008,0,4.8154e-007,3.5197e-007
2.6e-008,0,4.8456e-007,3.5357e-007
2.61e-008,0,4.8742e-007,3.5524e-007
2.62e-008,0,4.9011e-007,3.5699e-007
2.63e-008,0,4.9264e-007,3.5879e-007
2.64e-008,0,4.9502e-007,3.6067e-007
2.65e-008,0,4.9725e-007,3.626e-007
2.66e-008,0,4.9935e-007,3.646e-007
2.67e-008,0,5.0132e-007,3.6665e-007
2.68e-008,0,5.0319e-007,3.6877e-007
2.69e-008,0,5.0501e-007,3.7094e-007
2.7e-008,0,5.0705e-007,3.7317e-007
2.71e-008,0,5.0934e-007,3.7545e-007
2.72e-008,0,5.1182e-007,3.7778e-007
2.73e-008,0,5.1447e-007,3.8017e-007
2.74e-008,0,5.1723e-007,3.8261e-007
2.75e-008,0,5.2009e-007,3.8509e-007
2.76e-008,0,5.2301e-007,3.8762e-007
2.77e-008,0,5.2597e-007,3.9019e-007
2.78e-008,0,5.2894e-007,3.928e-007
2.79e-008,0,5.319e-007,3.9546e-007
2.8e-008,0,5.3484e-007,3.9815e-007
2.81e-008,0,5.3774e-007,4.0088e-007
2.82e-008,0,5.4061e-007,4.0365e-007
2.83e-008,0,5.4342e-007,4.0644e-007
2.84e-008,0,5.4619e-007,4.0927e-007
2.85e-008,0,5.4891e-007,4.1212e-007
2.86e-008,0,5.5159e-007,4.15e-007
2.87e-008,0,5.5424e-007,4.179e-007
2.88e-008,0,5.5687e-007,4.2083e-007
2.89e-008,0,5.595e-007,4.2377e-007
2.9e-008,0,5.6214e-007,4.2672e-007
2.91e-008,0,5.6482e-007,4.297e-007
2.92e-008,0,5.6756e-007,4.3268e-007
2.93e-008,0,5.7041e-007,4.3567e-007
2.94e-008,0,5.7338e-007,4.3867e-007
